STULS,ESCS,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,BELONG,BEINGBULLIED,gender,TEACHBEHA,SBHL,PV1READ
9,-0.0893,2.0345,-0.2023,1.8202,0.7743,1.0346,2.0871,-0.1687,1.8245,-0.1532,-0.9391,-2.0711,-0.2047,-0.1015,0.4637,-0.9827,0.1869,-0.8277,1.008,0.4846,-0.7823,1,-1.2401,1,1
9,0.6378,1.3671,0.3485,0.5467,0.7743,-0.6576,0.7904,0.1041,1.8245,-0.6142,0.9995,-0.6583,-0.2047,-0.1015,-0.2459,-0.6723,0.1869,-0.0328,-0.1793,0.1589,-0.7823,2,-1.2356,1,1
4,0.1177,2.0345,1.314,1.1049,-0.3253,1.0346,2.0871,2.0073,0.6134,0.6912,-0.4213,1.0844,-0.5229,-0.6545,-0.0005,0.2621,0.1869,0.3438,0.5761,-0.445,1.1625,1,-1.2356,1,1
10,1.0233,1.0294,1.314,-0.3275,-0.3253,1.0346,1.4931,0.1093,1.8245,-1.1126,-0.4213,1.0844,0.4352,0.0273,-0.4342,-0.9827,-0.3236,-0.1097,0.1123,0.1952,-0.7823,1,3.7879,1,1
9,0.9083,2.0345,1.314,0.5467,1.0179,-0.6576,2.0871,0.4572,1.8245,-0.6142,-0.9391,0.4667,-0.2047,1.1448,-0.1748,0.8126,-0.5928,-0.8386,0.5761,0.4846,-0.7823,2,-2.0409,1.3333334,1
0,0.9108,0.7287,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,2.0378,0.6012,1.0844,2.0054,1.8164,-0.4342,-0.9827,-0.5928,2.3693,1.4751,-0.5582,-0.7823,1,-0.1274,2,1
6,0.9729,2.0345,1.314,0.2329,0.0728,1.0346,2.0871,0.1041,1.8245,0.2865,1.6762,-0.6583,0.7871,0.5693,-0.2459,-0.3121,0.7301,-0.5182,0.7181,0.2968,-0.7823,1,0.9677,1,1
10,0.8047,2.0345,1.314,-1.7463,0.1027,0.6364,0.4798,2.0073,0.1744,-1.1126,-0.2119,1.0844,-0.5707,1.8164,-0.13,1.7411,0.1869,-0.096,-1.1295,-0.1858,-0.7823,1,0.9355,1,1
4,0.3252,2.0345,1.314,0.2642,0.7743,1.0346,0.6521,0.4546,0.5665,0.202,0.6012,0.4667,0.1956,0.7068,1.3423,-0.523,0.1869,-0.8738,-0.1923,-0.5665,-0.7823,2,3.0494,1,1
4,0.7666,1.1945,1.314,-0.0424,-1.6391,-1.1847,0.7869,-0.5754,1.8245,-0.3035,-0.9391,0.4667,0.6314,0.0273,-1.109,-1.3539,-0.5928,-1.0974,-0.2151,-0.4509,-0.7823,1,-1.2356,1,1
9,0.7629,1.3671,0.2384,-0.2546,-1.6391,1.0346,0.2432,0.4546,0.9684,0.2865,0.6012,0.4667,-0.2047,1.1448,-0.0288,-0.9827,1.2386,0.8854,0.3468,2.7249,-0.7823,1,1.6842,1.3333334,1
8,0.8947,-0.0424,1.314,-0.0424,0.3993,1.0346,0.5102,0.4572,0.1744,-0.8771,-0.4213,0.4667,-0.5707,-0.1015,0.4637,0.2621,-0.5928,-0.5536,-0.0598,0.0348,-0.7823,1,2.2703,1,1
7,-0.116,0.2377,-0.5973,0.006,0.0728,1.0346,1.1847,-0.1687,0.6797,0.444,0.9995,-0.6583,-0.2047,-0.1015,0.052,0.2621,-0.5928,-0.8386,-0.6632,-0.5635,-0.7823,1,-2.0409,1,1
6,1.8075,2.0345,0.7015,0.5837,0.1707,1.0346,2.0871,2.0073,1.8245,2.0378,1.6762,1.0844,0.4352,1.8164,-0.0288,0.8126,0.1869,0.3693,-0.5897,0.165,-0.7823,1,-0.7733,1,1
5,0.3327,2.0345,1.314,1.8202,-0.6555,1.0346,2.0871,0.1888,0.1744,1.1473,1.6762,1.0844,2.0054,1.8164,-0.0288,0.7522,0.7301,1.2011,1.008,0.1982,-0.7823,1,-0.7733,1,1
3,0.3415,0.3529,-0.2023,-0.0424,0.299,1.0346,-0.0073,0.1067,1.8245,2.0378,-0.9391,1.0844,0.7871,0.4221,1.4083,1.243,-1.6203,-0.8822,1.4751,-0.3102,0.7703,2,-2.0409,1,1
6,-1.5115,0.4922,-0.0348,-0.0424,0.7743,1.0346,0.5102,0.4572,0.1744,0.6912,0.6012,-0.6583,-0.2047,-0.1015,-0.2006,-0.1652,0.1869,-0.8738,0.3468,-0.6693,-0.7823,1,1.8674,1,1
8,0.9248,1.0832,0.7628,0.4861,0.7743,1.0346,1.3517,2.0073,1.8245,0.6912,0.6012,1.0844,0.7871,1.1448,-0.7592,0.8126,1.2386,0.7251,0.7181,1.4326,-0.7823,2,1.6842,1,1
7,-1.1068,0.7767,0.2048,-0.2546,-0.6555,1.0346,0.5102,0.4572,1.2403,-1.4753,-0.5358,0.0083,0.7871,0.5693,0.8207,-0.9827,-1.1176,0.3858,1.2329,-1.0499,-0.7823,1,3.0494,1,1
8,1.2377,1.1945,0.2485,-1.0988,0.2012,1.0346,1.3517,0.937,1.2662,0.6912,1.6762,0.443,0.7871,0.9982,-0.3799,-0.9827,1.2386,-0.0614,0.1447,0.6818,-0.7823,1,-1.2401,1.3333334,1
4,1.1835,0.4843,0.2384,-0.2546,-0.6555,-1.1817,0.1183,0.8329,-0.6413,0.6912,0.6012,0.0321,-2.345,-2.7365,0.052,-0.569,0.7301,-1.2865,-0.094,-1.186,-0.7823,1,3.7879,1,1
8,0.9798,1.3671,0.4394,0.3737,0.2012,1.0346,1.0383,0.1915,1.2403,1.2186,0.6012,0.0083,0.7871,-0.1015,-0.4342,1.7411,0.3385,-0.0806,0.3468,-0.3184,0.2907,2,-0.1274,1,1
2,0.2613,2.0345,1.314,1.8202,-0.3253,-0.6576,0.7904,-2.2652,0.6134,2.0378,-0.3047,1.0844,2.0054,0.6291,-0.0288,-0.6723,-1.1176,0.3858,1.2329,-0.445,0.1462,2,0.7512,1,1
7,0.7207,2.0345,1.314,1.8202,2.0165,0.6364,2.0871,2.0073,1.8245,1.563,0.8565,1.0844,0.2653,1.1448,0.4637,-0.4066,0.7301,0.3858,1.1101,0.2243,-0.7823,1,-2.0409,1,1
6,1.1414,2.0345,0.3485,-0.5072,-0.3253,1.0346,0.5102,0.4572,1.8245,-0.6142,-0.9391,-1.1507,-0.2047,-0.1015,0.052,-0.9827,-0.5928,0.3444,-2.5252,-0.9409,-0.7823,2,-0.7767,1,1
3,1.2885,1.3671,0.7015,-0.3275,1.458,-0.6576,0.5102,0.5464,1.2662,1.2186,-1.4801,-1.6122,0.7871,-0.6545,1.8905,-2.1464,-0.5928,0.3858,-0.5266,-1.4891,0.8233,1,-0.9033,1.3333334,1
8,1.9802,2.0345,1.314,0.373,0.5121,1.0346,0.6521,2.0073,0.6134,1.2903,1.3256,1.0844,0.6314,0.5693,-0.4342,0.2621,-0.3236,-0.0614,0.4683,-0.0553,0.8615,1,-1.2356,1,1
9,1.7299,2.0345,1.314,0.2336,2.0165,1.0346,1.4931,-0.0818,1.2662,1.1085,1.6762,0.4667,1.2643,0.6291,-0.3009,1.1963,1.2386,2.3693,0.3468,0.7274,-0.7823,1,-2.0409,1,1
10,-0.376,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,0.2865,0.9995,0.0083,2.0054,1.8164,0.052,1.7411,0.7301,0.8496,0.5761,0.6818,-0.7823,2,1.6299,1,1
5,0.5671,0.627,-0.2023,0.0836,-0.6555,1.0346,2.0871,0.8329,-1.519,2.0378,1.3256,0.0281,-0.9792,-1.3692,0.4637,-0.9827,-1.3959,-1.4832,0.4683,-0.6659,-0.7823,2,0.933,1.3333334,1
7,1.4709,0.871,0.4394,0.0836,0.7743,1.0346,-0.0716,2.0073,1.8245,-1.558,0.6012,0.4667,0.7871,-0.772,-0.4342,-0.3121,-0.5928,-0.0614,1.2329,-0.445,-0.7823,2,1.0265,1,1
6,1.2383,0.9207,0.039,-0.5794,0.3993,1.0346,0.2432,0.7368,0.9684,0.202,0.6012,1.0844,1.1811,-0.1015,-0.0288,-0.6723,-0.5928,-0.8386,0.7181,0.0348,-0.7823,2,-1.2356,1,1
7,0.7398,0.871,0.7628,1.1049,0.5121,0.6402,1.0419,0.1041,0.1744,1.2186,0.6012,-1.1507,0.849,1.1448,-0.1748,1.7411,-1.1176,0.3693,1.008,-1.1206,-0.7823,1,-2.0409,1,1
6,0.7806,2.0345,0.4394,-0.2546,-0.3253,-0.6576,-0.1282,2.0073,0.9684,1.4734,-0.3047,1.0844,0.7871,1.1448,0.4637,-1.7389,-0.3236,-0.0614,-0.6217,-0.6659,-0.7823,2,-0.7733,1,1
8,0.8211,2.0345,0.6259,-0.3275,0.3993,0.5029,0.8945,0.5437,0.6132,2.0378,-0.5107,0.4667,0.1956,-0.1015,-0.2006,-0.6723,-0.5928,-0.0328,0.9703,-0.9836,0.7703,2,-0.1274,1,1
10,-1.4615,2.0345,0.1274,-1.0988,-0.3253,-0.6576,0.5102,-0.1716,0.1744,2.0378,0.6012,1.0844,-0.9792,0.6291,1.8905,0.2621,0.1869,-0.4684,-0.094,-0.672,0.8615,2,-1.2401,1,1
8,0.8946,0.6911,0.7015,-0.3275,-1.6391,1.0346,2.0871,-1.4494,0.435,2.0378,-0.9391,1.0844,1.2643,1.1448,0.4637,-0.3121,1.2386,-0.5787,1.008,-0.0553,1.1625,1,-0.7733,1,1
9,1.0961,0.8946,0.385,1.8202,0.3993,0.6364,1.4882,1.1813,1.3209,0.2865,0.6012,0.0281,-0.2047,-0.1015,-0.4342,0.2621,0.5012,-0.0614,0.1447,0.0638,-0.7823,1,1.0265,1,1
8,0.9763,1.3671,0.4394,-0.5794,-0.3253,1.0346,1.4882,2.0073,0.9278,0.0158,0.9747,1.0844,0.571,1.8164,-1.4869,0.2621,1.2386,1.217,0.7603,1.4685,0.2907,2,-0.3818,1.3333334,1
5,1.1965,0.2621,0.1597,-0.5794,-0.3253,-0.6576,-0.0073,-0.1716,-0.2934,0.2865,0.6012,-0.6583,0.6314,-0.6545,-0.4342,-0.6723,-1.566,-0.4684,-0.094,-0.0358,0.8233,2,-0.7767,1,1
9,2.2776,-0.3214,0.7015,0.006,0.7743,1.0346,-0.0073,0.1915,0.6134,1.563,-0.5358,1.0844,2.0054,1.1448,-0.2006,0.147,1.2386,2.3693,1.4751,0.2929,0.2907,2,2.2703,2,1
9,0.4606,1.3671,1.314,1.8202,-0.3253,-0.6576,-0.0716,0.7397,-0.3449,-0.6142,0.6012,1.0844,0.1956,-0.1015,-0.4342,-0.6723,1.2386,-0.0614,0.0217,2.7249,-0.7823,1,-0.7733,1.6666666,1
7,0.8842,0.7843,0.7015,1.8202,0.9044,1.0346,0.5102,0.1941,0.1744,-1.0299,-0.1855,1.0844,0.7871,0.5693,-1.2319,0.2621,0.1869,-0.0328,0.3468,0.6818,-0.7823,2,1.6299,1.3333334,1
8,-1.3395,2.0345,0.7015,1.1049,0.7743,1.0346,2.0871,0.4572,1.2662,-0.6142,0.9995,0.0083,0.7871,0.5693,-0.4342,0.9269,1.2386,-0.0614,-0.3152,0.3018,-0.7823,1,-1.2401,1,1
3,0.6469,0.871,0.7628,0.2336,1.5844,1.0346,0.7904,1.1853,0.1744,0.2865,0.6012,1.0844,-0.2047,-0.772,-0.4342,-0.3121,-0.3236,-0.0614,1.4751,-0.8395,-0.7823,2,2.8515,1,1
7,1.4171,2.0345,-0.3172,0.5467,0.5121,1.0346,-0.103,-0.1716,0.1744,0.2865,0.6012,0.0083,1.2643,0.5693,-0.4342,-0.3121,0.1869,0.7872,-0.3152,-0.3184,-0.7823,2,1.6299,1,1
8,0.4768,0.7843,1.314,0.286,-0.6555,1.0346,0.2464,0.1067,0.7222,0.027,-0.5107,0.0083,0.1956,-0.1015,-1.2792,-0.6723,-1.1176,-0.8386,0.0217,0.6818,-0.7823,2,-1.2225,1,1
8,1.1186,1.3671,-0.3172,-2.1704,-0.4521,1.0346,2.0871,0.1915,0.6134,-1.0299,1.3256,0.4626,-0.357,0.487,0.3335,0.9269,1.2386,0.7396,-0.4347,0.3018,-0.7823,1,-0.7833,1,1
7,0.8293,1.0573,0.7015,1.0067,0.7743,1.0346,1.4882,0.7368,0.6134,0.2865,0.9995,1.0844,1.2643,1.1448,0.8207,-0.1652,0.5012,1.1262,-1.5965,-0.1939,0.2907,1,-0.7733,1.3333334,1
7,-0.7268,1.1945,0.3485,-0.254,-0.99,-0.6576,0.7904,-0.0791,0.5665,0.2865,0.6012,0.0281,0.1956,-0.7233,0.4637,-0.9827,0.1869,-0.0614,0.3468,-0.445,-0.7823,1,1.481,1.3333334,1
8,0.2942,0.871,0.7015,1.8202,0.7743,0.5029,1.4882,2.0073,0.9684,-0.043,1.0891,1.0844,2.0054,1.8164,1.3423,1.7411,-0.5928,1.1268,0.8347,-0.445,-0.7823,1,0.933,1,1
7,1.3425,2.0345,1.314,1.8202,0.7743,1.0346,2.0871,2.0073,1.8245,-0.6142,0.6012,-1.4117,0.1956,-0.1015,-1.8939,-0.9827,0.1869,-0.0614,-1.4972,-0.1843,-0.7823,1,-0.1274,1,1
9,0.6252,2.0345,1.314,1.1049,0.7743,1.0346,2.0871,1.323,1.8245,-0.8771,1.6762,0.0083,0.7871,1.1448,0.4637,0.2621,1.2386,0.3858,0.8347,0.4846,-0.7823,1,-1.2356,1,1
6,0.6825,0.2377,0.039,0.3927,-0.3253,-0.6576,0.5102,-0.1716,0.5665,-0.2309,0.6012,-0.6583,-0.2047,0.0273,0.3335,-0.3121,-0.5928,-1.1108,0.3133,-0.4509,-0.7823,1,-1.2356,1,1
8,0.9577,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-0.6142,0.6012,1.0844,0.1956,-0.1015,0.4637,-0.9827,0.7301,-0.8386,-0.094,-0.3184,-0.7823,1,-0.7833,1.3333334,1
7,0.9538,0.871,-0.0037,1.0067,-0.0363,0.2169,1.4931,2.0073,0.6134,1.563,0.9995,0.0281,0.1956,0.6291,-0.2006,-0.523,1.2386,-0.0328,0.3468,-0.3184,0.7703,1,0.2785,1.3333334,1
7,0.8756,1.2471,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,0.1744,1.563,0.6012,-0.6583,0.1956,-0.1015,0.052,-0.9827,-0.3236,-1.0884,-1.0266,-0.445,2.0604,2,0.933,1,1
10,0.9921,2.0345,1.314,-0.328,0.7743,-1.3939,2.0871,2.0073,0.5665,0.444,1.6762,0.4667,0.7871,1.1448,-0.4342,1.7411,0.5012,2.3693,0.1123,0.3018,-0.7823,1,-1.2356,1,1
8,0.9891,2.0345,1.314,0.5467,2.0165,1.0346,2.0871,2.0073,1.8245,0.8147,1.6762,1.0844,0.7871,0.6291,-0.2459,0.2621,1.2386,1.6219,1.1101,1.4685,-0.7823,2,-0.7833,1,1
6,-0.4,2.0345,-0.2023,0.6532,2.0165,-1.0691,1.4882,0.7368,1.2403,0.6912,-0.9391,-0.6583,0.1956,1.1448,1.8905,-0.569,-0.3236,0.7872,0.5761,-0.1843,-0.7823,1,-0.7833,1,1
6,1.1425,2.0345,1.314,-0.5072,0.7743,-0.6576,1.0383,0.1915,0.9684,-0.6142,0.6012,1.0844,-0.2047,-0.1015,-0.4342,-0.569,0.1869,-0.0614,-0.3152,-0.5582,0.2907,2,-0.7833,1,1
2,1.4399,2.0345,1.314,1.8202,1.0514,-0.6576,2.0871,0.4572,0.1744,0.6912,0.6012,1.0844,-0.0326,-0.5983,0.4637,-0.3121,-0.5928,-1.1197,-2.0701,-0.6659,-0.7823,1,2.1583,1,1
9,0.9958,0.7538,1.314,1.1049,0.5121,0.5029,0.5068,2.0073,0.7222,0.6912,1.6762,1.0844,1.1811,1.1448,-0.4342,1.7411,0.7301,1.6219,0.9703,0.4503,-0.7823,2,-0.3818,1.3333334,1
8,-0.2559,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,1.0449,0.888,1.0844,2.0054,1.8164,-1.8939,0.2621,1.2386,2.3693,1.8524,2.7249,-0.7823,2,-2.0409,1,1
6,0.5179,1.3671,0.7015,0.0054,0.2682,-0.6576,-0.103,0.1915,0.1744,0.202,-0.5107,-0.6583,-0.6888,-0.6545,0.052,-2.1464,-1.566,-1.0583,-0.4347,-0.9855,-0.7823,2,-0.9033,1,1
9,0.8884,0.6911,-0.2023,1.0067,0.7743,-0.6576,-0.62,0.4572,0.6797,-0.3035,-0.4213,1.0844,-0.2661,0.487,-0.7592,-0.7233,1.2386,0.3444,-0.5589,-0.0358,0.8615,2,2.2703,1.6666666,1
8,-0.4847,1.3671,-0.2533,-0.5799,-0.3253,0.6402,0.378,0.1941,0.6134,0.552,0.6012,1.0844,-0.2047,-0.1015,-0.4342,-0.9827,0.1869,-1.2865,0.5761,0.1695,-0.7823,2,0.6015,1,1
7,1.2733,2.0345,1.314,1.8202,2.0165,0.2127,2.0871,2.0073,0.1744,0.6912,-0.9391,1.0844,1.2643,-0.772,0.4637,-0.9827,-1.1176,-0.144,1.008,-1.5583,0.7703,2,-0.137,1.3333334,1
5,-0.9515,-0.0424,1.314,0.4861,-0.6555,1.0346,-0.62,2.0073,-0.8262,2.0378,-0.9391,1.0844,0.4352,0.0273,-0.0288,-2.1464,-1.1176,-0.8547,0.7603,0.3281,-0.7823,2,-0.1241,1,1
8,1.0495,1.3671,1.314,1.1049,1.5844,0.2169,2.0871,2.0073,0.8674,0.2865,1.3256,0.0083,0.7262,1.1448,-0.0005,0.0494,0.7301,0.2703,0.0217,0.9423,-0.7823,1,3.7879,1,1
9,0.6556,-1.8167,0.7628,1.8202,-0.3253,1.0346,1.0419,0.5437,0.658,-1.9892,-1.5068,1.0844,2.0054,1.8164,-0.2718,-0.0193,1.2386,1.6438,1.2329,0.9683,-0.7823,1,-1.2356,1,1
7,0.9649,0.3529,0.4394,0.7198,0.2012,-0.6576,0.6118,0.5464,-0.2934,0.6912,-0.1855,0.4667,0.7871,-0.1015,0.8207,-0.3121,0.1869,-0.5325,0.4683,-0.6659,-0.7823,1,1.8674,1,1
8,2.1534,0.871,0.7015,1.8202,1.458,0.2127,2.0871,2.0073,1.8245,1.2186,1.3256,1.0844,1.2643,-0.6545,0.8794,-1.3539,0.1869,0.3611,0.7181,0.4766,0.2907,2,2.1583,1.3333334,1
7,1.208,2.0345,1.314,1.1049,0.5121,1.0346,0.5102,0.5464,0.9684,0.7601,1.6762,0.4667,-0.2047,1.8164,0.052,-0.6723,0.1869,-1.0812,0.0337,1.4903,-0.7823,2,0.6015,1,1
3,0.6467,-0.0424,-1.1481,-0.7598,-0.6555,-0.6576,-0.62,-0.2644,-1.2518,2.0378,-1.5068,0.0281,-0.5707,-1.071,0.4637,-0.9827,-1.1176,-1.2865,-0.3152,-1.186,0.7703,2,-0.5079,1,1
8,0.3395,2.0345,0.7015,0.0837,0.2012,0.2127,1.1506,0.1915,0.1744,0.6912,-0.3047,0.0083,-0.2661,0.1187,-0.2006,-0.267,0.1869,-0.144,0.8347,-0.0553,0.1462,2,-1.2356,1,1
7,0.9066,-0.0424,-0.3172,-0.3275,0.7743,-1.3939,0.7551,-1.0467,-0.2934,-0.4045,-0.2119,1.0844,2.0054,0.7068,1.0671,1.348,-0.5928,0.7396,1.8524,-0.2098,-0.7823,2,-0.5079,2,1
9,0.27,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,2.0378,-0.5358,1.0844,2.0054,1.8164,-1.8939,1.7411,0.7301,2.3693,0.0006,0.5251,-0.7823,1,-1.2356,1,1
8,0.8589,0.871,1.314,-0.5072,0.2012,0.6402,0.1463,0.4572,0.1744,-0.043,0.6012,-0.6583,0.1956,1.1448,-0.4342,-0.3121,1.2386,-0.0614,-0.4347,-0.445,-0.7823,1,-1.419,1,1
10,1.1308,2.0345,1.314,0.5837,0.4755,1.0346,2.0871,0.1888,1.8245,0.027,-0.0561,1.0844,1.2643,-0.1015,0.2734,1.7411,0.4094,1.6438,0.4683,-0.0306,0.2907,1,1.0265,1,1
3,-0.1273,0.5409,-0.5488,0.4861,-0.3253,-0.6576,-0.62,-0.5786,0.1744,-0.043,-0.9391,-0.6583,-0.2661,-0.1015,0.4637,-0.6723,-0.5928,-1.3068,-1.0266,-0.5582,0.7703,2,-0.137,1.3333334,1
8,1.1878,2.0345,1.314,1.8202,2.0165,1.0346,1.5391,2.0073,-2.2177,-1.0299,1.3256,-1.1638,1.1811,0.9982,-0.2459,0.2621,1.2386,-0.0614,0.1447,2.7249,-0.7823,1,0.2785,1,1
4,-1.2615,1.0294,-0.7161,-1.0493,-0.6555,0.3586,-0.3302,-0.5786,0.1744,0.202,-0.2119,1.0844,0.7871,0.7068,-0.2006,1.7411,0.1869,-0.0328,0.5761,-0.8997,0.8615,1,2.2703,1.3333334,1
6,1.0051,-0.2639,0.4394,-0.3275,-1.6391,0.2169,0.2432,-1.4494,-1.0615,-0.043,-0.9391,1.0844,-0.2047,-0.1015,0.4637,-0.3121,-0.5928,-1.2865,0.1447,-1.284,0.2907,1,0.2688,1.3333334,1
5,0.9979,-0.3697,-0.4377,1.0067,1.5844,1.0346,0.4105,1.1853,0.2981,1.4734,1.6762,1.0844,2.0054,-0.1015,-1.2319,-0.6723,0.1869,1.6438,-1.2329,0.0928,-0.7823,2,-2.0409,1,1
8,1.6038,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-0.6142,0.6012,1.0844,0.1956,0.5693,-0.687,0.2621,1.2386,0.7251,0.5761,1.4685,-0.7823,2,-2.0409,1,1
8,0.8409,0.9207,-0.7366,-0.2546,-0.99,-0.6576,-0.62,-0.1687,-0.5905,-0.2309,1.3256,-1.4024,-0.2661,-0.9834,-1.059,-0.4066,0.1869,2.3693,-1.8213,2.7249,0.2308,1,2.1583,1,1
3,1.0596,0.4922,-0.3673,0.3176,0.299,-1.3914,1.1469,0.4546,-0.2934,-0.043,-0.9391,0.0281,-0.9792,-1.3692,0.4637,-1.7389,-1.1176,-1.1108,-0.6331,-0.7362,0.2907,1,-2.0409,1.6666666,1
5,0.4802,0.871,1.314,1.8202,0.7743,-0.6576,0.5102,0.4572,0.1744,-0.6142,0.6012,-0.6583,0.1956,-0.1015,0.052,0.2621,0.1869,-0.0614,0.1447,-0.3184,-0.7823,1,-0.7833,1,1
9,0.8904,0.627,-0.3971,-0.2546,0.7743,-0.6576,0.5102,0.1041,0.1744,-0.6142,0.6012,1.0844,0.1956,-0.1015,-0.4342,-0.9827,0.7301,-0.0614,-0.094,-0.1903,0.2907,1,1.6299,1,1
8,0.9816,1.3671,1.314,1.8202,-0.3253,0.3657,1.3517,0.4572,1.2662,-1.0299,0.9995,1.0844,-0.2047,1.1448,-1.2319,-0.569,1.2386,0.3858,0.2224,2.7249,-0.7823,1,-0.7733,1,1
4,1.3008,-0.1203,1.314,-0.8332,-1.6391,1.0346,0.0229,0.937,0.9478,2.0378,1.6762,1.0844,2.0054,1.1448,1.0944,-0.2139,1.2386,-0.4684,1.008,-0.2194,-0.7823,2,0.9355,1,1
8,1.4132,1.3671,-0.7857,-0.2546,0.3993,1.0346,2.0871,0.4572,-0.3449,1.2186,-0.9391,1.0844,0.7871,1.1448,1.8905,-0.3121,1.2386,-0.4957,-0.5589,1.4685,-0.7823,1,-0.3818,1.3333334,1
7,0.8437,1.3671,0.7628,0.006,0.5121,1.0346,0.5102,2.0073,0.1744,0.8711,0.6012,1.0844,2.0054,1.8164,0.4637,-0.3121,1.2386,2.3693,0.246,0.0153,0.2907,2,-0.7733,1,1
9,-0.0409,0.2377,-1.6031,-1.4722,-0.99,-2.4468,-0.4399,-2.2652,0.3342,2.0378,-0.5107,1.0844,-0.2661,0.1187,-0.2006,-0.9827,-0.5928,0.4152,-1.8213,0.6818,0.2907,2,3.7879,1.6666666,1
5,1.2625,1.3671,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,1.1085,0.6012,0.4626,2.0054,1.1448,0.4637,0.9269,0.1869,0.3444,0.1123,-0.4687,0.2907,2,-0.9033,1,1
3,0.9806,-0.0424,0.385,0.2336,0.5121,1.0346,0.5102,0.1915,-0.6894,2.0378,-0.9391,0.0281,-0.8279,-0.6545,0.3335,1.348,-0.5928,-1.0974,0.9703,-0.9803,1.1625,1,0.6101,1,1
8,0.2966,1.0573,-1.3583,-0.5794,0.2012,-0.6576,0.0205,0.4572,-0.6734,-1.1126,-0.5107,0.0083,0.1956,-0.6545,-0.4342,-0.6723,-1.1176,-0.0614,-0.7453,-0.8395,-0.7823,1,-0.1241,1,1
2,1.0551,-0.5148,0.0297,1.1049,0.299,0.2169,-0.3988,0.1067,-0.5553,2.0378,1.1116,1.0844,0.7871,0.0273,0.4637,1.7411,1.2386,-0.4531,1.4751,0.0638,-0.7823,1,2.1583,1.6666666,1
3,1.1553,-1.0963,-0.1697,0.3183,-0.3253,1.0346,2.0871,-0.1687,-1.2654,-0.4045,-0.9391,1.0844,0.4352,-1.6207,1.3423,-0.523,-1.1176,-0.5989,0.8753,-1.1354,0.2907,1,-0.1274,1.6666666,1
8,0.8952,2.0345,1.314,0.5467,0.9044,1.0346,2.0871,2.0073,1.8245,0.6912,0.6012,1.0844,0.7871,1.1448,-0.4342,-0.4066,0.7301,1.1262,0.3133,0.2968,-0.7823,2,0.933,1,1
5,0.8667,0.871,1.314,0.5467,1.251,1.0346,1.0419,0.1941,1.8245,1.2186,-0.9391,1.0844,0.7871,1.1448,1.8905,-0.3121,-0.5928,0.4152,1.4751,-0.8223,-0.7823,1,2.1583,1,1
2,0.8158,0.0953,0.4394,-0.5338,-0.4521,1.0346,-0.7733,0.1041,0.7222,-1.1126,-1.7176,1.0844,1.2643,1.0596,0.9109,1.243,-0.5928,-1.0977,0.7603,0.2033,-0.7823,1,1.6299,1.3333334,1
7,0.9071,0.7767,0.3485,0.373,1.1225,1.0346,1.1884,0.1041,1.3209,0.2865,0.6012,-0.6117,-0.5707,0.5693,0.052,0.147,-0.5928,-0.5536,0.7181,0.0731,0.2907,2,1.6556,1.3333334,1
8,-0.9847,2.0345,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,0.9278,0.2865,0.6012,1.0844,0.1956,-0.6545,0.4637,0.2621,-1.1176,-1.0974,0.5761,-0.5838,-0.7823,2,1.6299,1,1
9,-0.5827,2.0345,0.4394,-0.5794,-0.3253,-0.6576,0.5102,-0.0791,0.1744,0.6912,0.6012,1.0844,0.1956,0.9982,-0.4342,0.2621,-0.5928,-0.5536,-0.5266,-0.3128,0.2907,1,-2.0409,1,1
7,0.2039,1.0294,0.2485,0.2336,0.7743,0.2127,2.0871,2.0073,0.9888,0.6912,-0.1855,0.4626,0.7871,0.5693,0.4637,-0.267,-0.5928,-0.144,1.2329,-0.4415,-0.7823,1,0.2785,1,1
1,0.6143,-0.3832,-0.9514,-0.7598,-1.256,-1.1847,-1.3412,-0.6894,-1.0615,2.0378,-0.9391,-0.6583,0.6314,0.1187,1.8905,-2.1464,-0.5928,-2.1562,-1.9222,-1.3416,2.4122,1,1.6235,1.3333334,1
7,-0.6448,0.6911,-0.2744,1.1049,-0.3253,-0.6576,0.5102,-0.5786,0.9888,-0.6142,-0.9391,1.0844,0.1956,-0.1015,0.052,-0.3121,0.1869,-0.5536,0.3468,-0.445,-0.7823,2,-0.5582,1,1
8,-0.1599,2.0345,1.314,1.8202,-0.3253,-0.6576,0.5102,-0.4708,0.1744,0.2865,-0.9391,1.0844,0.1956,-0.1015,0.4637,-0.9827,0.1869,-0.0614,0.7181,-0.4415,-0.7823,2,-0.5582,1,1
